Origin IATA,Destination IATA,OCity,DCity,Fclass Seats,Bclass Seats,Eclass Seats,Total Seats
FCO,PHL,Rome,Philadelphia,0,0,250,0
LHR,MIA,London,Miami,0,0,291,291
CDG,DFW,Paris,Dallas-Fort Worth,0,48,204,252
VCE,PHL,Venezia,Philadelphia,0,0,250,0
CDG,DFW,Paris,Dallas-Fort Worth,0,48,204,252
LHR,MIA,London,Miami,0,0,291,291
LHR,CLT,London,Charlotte,0,0,291,291
LHR,BOS,London,Boston,0,0,291,291
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
LHR,MIA,London,Miami,0,0,291,291
FCO,DFW,Rome,Dallas-Fort Worth,0,0,291,291
VCE,PHL,Venezia,Philadelphia,0,0,250,0
LHR,ORD,London,Chicago,0,48,204,252
DUB,CLT,Dublin,Charlotte,0,0,291,291
VCE,PHL,Venezia,Philadelphia,0,0,250,0
LHR,MIA,London,Miami,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
VCE,PHL,Venezia,Philadelphia,0,0,250,0
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
LHR,ORD,London,Chicago,0,48,204,252
VCE,PHL,Venezia,Philadelphia,0,0,250,0
MAD,CLT,Madrid,Charlotte,0,0,291,291
AMS,DFW,Amsterdam,Dallas-Fort Worth,0,48,204,252
AMS,DFW,Amsterdam,Dallas-Fort Worth,0,48,204,252
CDG,JFK,Paris,New York,22,70,273,365
BCN,ORD,Barcelona,Chicago,0,0,250,0
AMS,DFW,Amsterdam,Dallas-Fort Worth,0,48,204,252
MAD,MIA,Madrid,Miami,0,48,204,252
MAD,MIA,Madrid,Miami,0,48,204,252
ZRH,PHL,Zurich,Philadelphia,0,0,250,0
DUB,CLT,Dublin,Charlotte,0,0,291,291
CDG,JFK,Paris,New York,22,70,273,365
CDG,JFK,Paris,New York,22,70,273,365
LHR,CLT,London,Charlotte,0,0,291,291
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
VCE,PHL,Venezia,Philadelphia,0,0,250,0
CDG,JFK,Paris,New York,22,70,273,365
BCN,ORD,Barcelona,Chicago,0,0,250,0
DUB,CLT,Dublin,Charlotte,0,0,291,291
CDG,JFK,Paris,New York,22,70,273,365
DUB,CLT,Dublin,Charlotte,0,0,291,291
CDG,JFK,Paris,New York,22,70,273,365
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
CDG,JFK,Paris,New York,22,70,273,365
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
MAD,PHL,Madrid,Philadelphia,0,0,250,0
FCO,ORD,Rome,Chicago,0,0,250,0
FCO,ORD,Rome,Chicago,0,0,250,0
BCN,JFK,Barcelona,New York,0,0,291,291
MAD,PHL,Madrid,Philadelphia,0,0,250,0
DUB,CLT,Dublin,Charlotte,0,0,291,291
MAD,PHL,Madrid,Philadelphia,0,0,250,0
MAD,PHL,Madrid,Philadelphia,0,0,250,0
LHR,LAX,London,Los Angeles,22,70,273,365
BCN,JFK,Barcelona,New York,0,0,291,291
BCN,JFK,Barcelona,New York,0,0,291,291
MAD,PHL,Madrid,Philadelphia,0,0,250,0
FCO,ORD,Rome,Chicago,0,0,250,0
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
BCN,JFK,Barcelona,New York,0,0,291,291
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
MAD,PHL,Madrid,Philadelphia,0,0,250,0
BCN,JFK,Barcelona,New York,0,0,291,291
FCO,ORD,Rome,Chicago,0,0,250,0
BCN,JFK,Barcelona,New York,0,0,291,291
MAD,PHL,Madrid,Philadelphia,0,48,204,252
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
ATH,JFK,Athens,New York,0,0,291,291
ATH,JFK,Athens,New York,0,0,291,291
LHR,JFK,London,New York,22,70,273,365
MAD,CLT,Madrid,Charlotte,0,0,291,291
DUB,CLT,Dublin,Charlotte,0,0,291,291
ATH,JFK,Athens,New York,0,0,291,291
FCO,ORD,Rome,Chicago,0,0,250,0
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
LHR,CLT,London,Charlotte,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
AMS,DFW,Amsterdam,Dallas-Fort Worth,0,48,204,252
ATH,JFK,Athens,New York,0,0,291,291
MXP,JFK,Milan,New York,0,0,291,291
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,ORD,London,Chicago,0,48,204,252
BCN,JFK,Barcelona,New York,0,0,291,291
AMS,DFW,Amsterdam,Dallas-Fort Worth,0,48,204,252
LIS,PHL,Lisbon,Philadelphia,0,0,250,0
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,ORD,London,Chicago,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
CDG,DFW,Paris,Dallas-Fort Worth,0,48,204,252
LHR,CLT,London,Charlotte,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,JFK,London,New York,22,70,273,365
ATH,JFK,Athens,New York,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
LHR,CLT,London,Charlotte,0,0,291,291
LHR,CLT,London,Charlotte,0,0,291,291
LHR,CLT,London,Charlotte,0,0,291,291
LHR,LAX,London,Los Angeles,22,70,273,365
FCO,ORD,Rome,Chicago,0,0,250,0
BCN,MIA,Barcelona,Miami,0,0,250,0
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,CLT,London,Charlotte,0,0,291,291
BCN,MIA,Barcelona,Miami,0,0,250,0
BCN,MIA,Barcelona,Miami,0,0,250,0
LHR,ORD,London,Chicago,0,48,204,252
BCN,MIA,Barcelona,Miami,0,0,250,0
BCN,MIA,Barcelona,Miami,0,0,250,0
LHR,ORD,London,Chicago,0,48,204,252
FCO,ORD,Rome,Chicago,0,0,250,0
LHR,JFK,London,New York,22,70,273,365
LHR,MIA,London,Miami,22,70,273,365
LHR,JFK,London,New York,22,70,273,365
LHR,PHL,London,Philadelphia,0,0,250,0
LHR,MIA,London,Miami,22,70,273,365
DUB,CLT,Dublin,Charlotte,0,0,291,291
BCN,MIA,Barcelona,Miami,0,0,250,0
LHR,MIA,London,Miami,22,70,273,365
LHR,LAX,London,Los Angeles,22,70,273,365
VCE,PHL,Venezia,Philadelphia,0,0,250,0
LHR,BOS,London,Boston,0,0,291,291
ATH,JFK,Athens,New York,0,0,291,291
ICN,DFW,Seoul,Dallas-Fort Worth,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,MIA,London,Miami,22,70,273,365
LHR,MIA,London,Miami,22,70,273,365
MIA,PHL,Miami,Philadelphia,0,0,250,0
MIA,PHL,Miami,Philadelphia,0,0,250,0
MIA,PHL,Miami,Philadelphia,0,0,250,0
MIA,PHL,Miami,Philadelphia,0,0,250,0
MIA,PHL,Miami,Philadelphia,0,0,250,0
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,291,291
MIA,PHL,Miami,Philadelphia,0,0,250,0
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,291,291
ATH,JFK,Athens,New York,0,0,291,291
LHR,JFK,London,New York,22,70,273,365
CDG,PHL,Paris,Philadelphia,0,0,250,0
CDG,PHL,Paris,Philadelphia,0,0,250,0
DUB,PHL,Dublin,Philadelphia,0,0,250,0
CDG,PHL,Paris,Philadelphia,0,0,250,0
LHR,JFK,London,New York,22,70,273,365
DUB,PHL,Dublin,Philadelphia,0,0,250,0
CDG,PHL,Paris,Philadelphia,0,0,250,0
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
CDG,PHL,Paris,Philadelphia,0,0,250,0
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
LHR,PHL,London,Philadelphia,0,48,204,252
CDG,PHL,Paris,Philadelphia,0,0,250,0
JFK,MIA,New York,Miami,0,0,291,291
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
LHR,JFK,London,New York,22,70,273,365
MIA,LAX,Miami,Los Angeles,0,0,291,291
MIA,LAX,Miami,Los Angeles,0,0,291,291
DUB,PHL,Dublin,Philadelphia,0,0,250,0
DUB,PHL,Dublin,Philadelphia,0,0,250,0
LHR,PHL,London,Philadelphia,0,48,204,252
JFK,MIA,New York,Miami,0,0,291,291
DFW,PHX,Dallas-Fort Worth,Phoenix,0,48,204,252
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
JFK,MIA,New York,Miami,0,0,291,291
JFK,MIA,New York,Miami,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,PHL,London,Philadelphia,0,48,204,252
LHR,PHL,London,Philadelphia,0,48,204,252
DFW,PHX,Dallas-Fort Worth,Phoenix,0,48,204,252
MIA,LAX,Miami,Los Angeles,0,0,291,291
DFW,PHX,Dallas-Fort Worth,Phoenix,0,48,204,252
MIA,LAX,Miami,Los Angeles,0,0,291,291
ICN,DFW,Seoul,Dallas-Fort Worth,0,0,291,291
JFK,MIA,New York,Miami,0,0,291,291
DUB,PHL,Dublin,Philadelphia,0,0,250,0
LHR,ORD,London,Chicago,0,48,204,252
MIA,LAX,Miami,Los Angeles,0,0,291,291
LHR,PHL,London,Philadelphia,0,48,204,252
LHR,PHL,London,Philadelphia,0,48,204,252
DUB,PHL,Dublin,Philadelphia,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
MIA,LAX,Miami,Los Angeles,0,0,291,291
DUB,PHL,Dublin,Philadelphia,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
ORD,LHR,Chicago,London,0,48,204,252
LHR,ORD,London,Chicago,0,48,204,252
MIA,LAX,Miami,Los Angeles,0,0,291,291
ORD,LHR,Chicago,London,0,48,204,252
JFK,MIA,New York,Miami,0,0,291,291
MIA,PHL,Miami,Philadelphia,0,0,250,0
DFW,MIA,Dallas-Fort Worth,Miami,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
DFW,MIA,Dallas-Fort Worth,Miami,0,0,291,291
DFW,MIA,Dallas-Fort Worth,Miami,0,0,291,291
LHR,JFK,London,New York,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
LHR,ORD,London,Chicago,0,48,204,252
ORD,LHR,Chicago,London,0,48,204,252
DFW,MIA,Dallas-Fort Worth,Miami,0,0,291,291
LHR,ORD,London,Chicago,0,48,204,252
DFW,PHX,Dallas-Fort Worth,Phoenix,0,0,291,291
JFK,GRU,New York,Sao Paulo,0,0,291,291
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
CDG,PHL,Paris,Philadelphia,0,0,250,0
CDG,ORD,Paris,Chicago,0,48,204,252
DFW,PHX,Dallas-Fort Worth,Phoenix,0,48,204,252
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
MAD,DFW,Madrid,Dallas-Fort Worth,0,48,204,252
CDG,ORD,Paris,Chicago,0,48,204,252
CDG,ORD,Paris,Chicago,0,48,204,252
DFW,PHX,Dallas-Fort Worth,Phoenix,0,48,204,252
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
CDG,ORD,Paris,Chicago,0,48,204,252
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
LHR,MIA,London,Miami,22,70,273,365
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
MIA,HAV,Miami,Havana,0,0,250,0
LHR,CLT,London,Charlotte,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
DFW,PHX,Dallas-Fort Worth,Phoenix,0,0,291,291
DUB,DFW,Dublin,Dallas-Fort Worth,0,0,250,0
MIA,SCL,Miami,Santiago,0,0,250,0
MIA,HAV,Miami,Havana,0,0,250,0
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
JFK,LHR,New York,London,0,0,291,291
JFK,LHR,New York,London,0,0,291,291
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
CDG,ORD,Paris,Chicago,0,48,204,252
ORD,LHR,Chicago,London,0,48,204,252
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
JFK,LHR,New York,London,0,0,291,291
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
JFK,LHR,New York,London,0,0,291,291
ICN,DFW,Seoul,Dallas-Fort Worth,0,0,250,0
JFK,LHR,New York,London,0,0,291,291
MIA,HAV,Miami,Havana,0,0,250,0
JFK,LHR,New York,London,0,0,291,291
DFW,HNL,Dallas-Fort Worth,Honolulu,0,0,291,291
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
JFK,LHR,New York,London,0,0,291,291
MIA,HAV,Miami,Havana,0,0,250,0
LHR,DFW,London,Dallas-Fort Worth,0,0,291,291
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
LAX,ORD,Los Angeles,Chicago,0,0,250,0
LAX,ORD,Los Angeles,Chicago,0,0,250,0
LAX,ORD,Los Angeles,Chicago,0,0,250,0
LAX,ORD,Los Angeles,Chicago,0,0,250,0
LAX,ORD,Los Angeles,Chicago,0,0,250,0
MIA,LAX,Miami,Los Angeles,22,70,273,365
MIA,LAX,Miami,Los Angeles,22,70,273,365
MIA,HAV,Miami,Havana,0,0,250,0
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
MIA,LAX,Miami,Los Angeles,22,70,273,365
MIA,HAV,Miami,Havana,0,0,250,0
MIA,LAX,Miami,Los Angeles,22,70,273,365
MIA,LAX,Miami,Los Angeles,22,70,273,365
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
MIA,LAX,Miami,Los Angeles,22,70,273,365
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
CDG,ORD,Paris,Chicago,0,48,204,252
LHR,JFK,London,New York,22,70,273,365
LHR,DFW,London,Dallas-Fort Worth,22,70,273,365
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
LHR,JFK,London,New York,22,70,273,365
MIA,LAX,Miami,Los Angeles,22,70,273,365
LHR,JFK,London,New York,22,70,273,365
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,LAX,London,Los Angeles,22,70,273,365
JFK,DOH,New York,Doha,22,70,273,365
LHR,JFK,London,New York,22,70,273,365
PHX,DFW,Phoenix,Dallas-Fort Worth,0,48,204,252
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
LHR,LAX,London,Los Angeles,22,70,273,365
LHR,LAX,London,Los Angeles,22,70,273,365
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
LHR,PHL,London,Philadelphia,0,48,204,252
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
PHX,DFW,Phoenix,Dallas-Fort Worth,0,48,204,252
PHX,DFW,Phoenix,Dallas-Fort Worth,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
MIA,LHR,Miami,London,0,0,291,291
MIA,GRU,Miami,Sao Paulo,0,0,291,291
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
HAV,MIA,Havana,Miami,0,0,250,0
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
LHR,JFK,London,New York,22,70,273,365
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
HAV,MIA,Havana,Miami,0,0,250,0
HAV,MIA,Havana,Miami,0,0,250,0
HAV,MIA,Havana,Miami,0,0,250,0
HAV,MIA,Havana,Miami,0,0,250,0
MIA,DFW,Miami,Dallas-Fort Worth,0,0,291,291
CDG,ORD,Paris,Chicago,0,48,204,252
PHX,DFW,Phoenix,Dallas-Fort Worth,0,0,291,291
PHX,DFW,Phoenix,Dallas-Fort Worth,0,48,204,252
MIA,DFW,Miami,Dallas-Fort Worth,0,0,291,291
MIA,DFW,Miami,Dallas-Fort Worth,0,0,291,291
HAV,MIA,Havana,Miami,0,0,250,0
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
LHR,PHL,London,Philadelphia,0,48,204,252
LHR,LAX,London,Los Angeles,22,70,273,365
MIA,DFW,Miami,Dallas-Fort Worth,0,0,291,291
PHX,DFW,Phoenix,Dallas-Fort Worth,0,48,204,252
DEL,JFK,New Delhi,New York,22,70,273,365
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
DFW,NRT,Dallas-Fort Worth,Tokyo,0,48,204,252
DEL,JFK,New Delhi,New York,22,70,273,365
DFW,HNL,Dallas-Fort Worth,Honolulu,0,48,204,252
DEL,JFK,New Delhi,New York,22,70,273,365
PHX,DFW,Phoenix,Dallas-Fort Worth,0,0,291,291
DEL,JFK,New Delhi,New York,22,70,273,365
DFW,OGG,Dallas-Fort Worth,Kahului,0,0,291,291
DEL,JFK,New Delhi,New York,22,70,273,365
DEL,JFK,New Delhi,New York,22,70,273,365
DEL,JFK,New Delhi,New York,22,70,273,365
LHR,JFK,London,New York,0,0,291,291
LHR,JFK,London,New York,0,0,291,291
LHR,JFK,London,New York,0,0,291,291
LHR,JFK,London,New York,0,0,291,291
LHR,JFK,London,New York,0,0,291,291
ORD,ATH,Chicago,Athens,0,48,204,252
LHR,JFK,London,New York,0,0,291,291
ORD,ATH,Chicago,Athens,0,48,204,252
ORD,ATH,Chicago,Athens,0,48,204,252
ORD,ATH,Chicago,Athens,0,48,204,252
LHR,JFK,London,New York,0,0,291,291
ORD,ATH,Chicago,Athens,0,48,204,252
LAX,ORD,Los Angeles,Chicago,0,48,204,252
DFW,ICN,Dallas-Fort Worth,Seoul,0,0,250,0
ORD,ATH,Chicago,Athens,0,48,204,252
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
ORD,ATH,Chicago,Athens,0,48,204,252
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
BCN,ORD,Barcelona,Chicago,0,0,250,0
ORD,BCN,Chicago,Barcelona,0,0,250,0
LAX,MIA,Los Angeles,Miami,0,0,291,291
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
CLT,MUC,Charlotte,Munich,0,0,291,291
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
LAX,MIA,Los Angeles,Miami,0,0,291,291
LAX,MIA,Los Angeles,Miami,0,0,291,291
DFW,FCO,Dallas-Fort Worth,Rome,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
LAX,MIA,Los Angeles,Miami,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
LAX,MIA,Los Angeles,Miami,0,0,291,291
CLT,FCO,Charlotte,Rome,0,0,291,291
LAX,MIA,Los Angeles,Miami,0,0,291,291
PHL,ATH,Philadelphia,Athens,0,0,250,0
PHL,ATH,Philadelphia,Athens,0,0,250,0
CLT,FCO,Charlotte,Rome,0,0,291,291
PHL,ATH,Philadelphia,Athens,0,0,250,0
PHL,ATH,Philadelphia,Athens,0,0,250,0
LAX,MIA,Los Angeles,Miami,0,0,291,291
CLT,FCO,Charlotte,Rome,0,0,291,291
CLT,FCO,Charlotte,Rome,0,0,291,291
LAX,MIA,Los Angeles,Miami,0,0,291,291
PHL,ATH,Philadelphia,Athens,0,0,250,0
DFW,OGG,Dallas-Fort Worth,Kahului,0,48,204,252
CLT,DUB,Charlotte,Dublin,0,0,291,291
PHL,ATH,Philadelphia,Athens,0,0,250,0
CLT,DUB,Charlotte,Dublin,0,0,291,291
CLT,FCO,Charlotte,Rome,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
CLT,DUB,Charlotte,Dublin,0,0,291,291
CLT,DUB,Charlotte,Dublin,0,0,291,291
CLT,FCO,Charlotte,Rome,0,0,291,291
PHL,ATH,Philadelphia,Athens,0,0,250,0
MIA,LHR,Miami,London,0,0,291,291
CLT,DUB,Charlotte,Dublin,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
MIA,LHR,Miami,London,0,0,291,291
CLT,DUB,Charlotte,Dublin,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
MIA,LHR,Miami,London,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
MIA,LHR,Miami,London,0,0,291,291
MIA,LHR,Miami,London,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
JFK,BCN,New York,Barcelona,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
CLT,DUB,Charlotte,Dublin,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
CLT,MUC,Charlotte,Munich,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
DFW,AMS,Dallas-Fort Worth,Amsterdam,0,48,204,252
JFK,BCN,New York,Barcelona,0,0,291,291
DFW,FRA,Dallas-Fort Worth,Frankfurt,0,0,291,291
JFK,BCN,New York,Barcelona,0,0,291,291
DFW,AMS,Dallas-Fort Worth,Amsterdam,0,48,204,252
CLT,MAD,Charlotte,Madrid,0,0,291,291
JFK,FCO,New York,Rome,0,0,291,291
CLT,MAD,Charlotte,Madrid,0,0,291,291
MIA,LHR,Miami,London,0,0,291,291
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
JFK,BCN,New York,Barcelona,0,0,291,291
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
ORD,FCO,Chicago,Rome,0,0,250,0
JFK,BCN,New York,Barcelona,0,0,291,291
JFK,CDG,New York,Paris,22,70,273,365
MIA,JFK,Miami,New York,0,0,291,291
MIA,JFK,Miami,New York,0,0,291,291
ORD,FCO,Chicago,Rome,0,0,250,0
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
JFK,BCN,New York,Barcelona,0,0,291,291
ORD,FCO,Chicago,Rome,0,0,250,0
ORD,FCO,Chicago,Rome,0,0,250,0
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
JFK,CDG,New York,Paris,22,70,273,365
TLV,JFK,Tel Aviv,New York,0,0,291,291
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
JFK,BCN,New York,Barcelona,0,0,291,291
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
DFW,MAD,Dallas-Fort Worth,Madrid,0,48,204,252
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
MIA,JFK,Miami,New York,0,0,291,291
JFK,CDG,New York,Paris,22,70,273,365
MIA,JFK,Miami,New York,0,0,291,291
TLV,JFK,Tel Aviv,New York,0,0,291,291
PHL,DUB,Philadelphia,Dublin,0,0,250,0
DFW,LHR,Dallas-Fort Worth,London,22,70,273,365
JFK,CDG,New York,Paris,22,70,273,365
TLV,JFK,Tel Aviv,New York,0,0,291,291
DFW,MAD,Dallas-Fort Worth,Madrid,0,48,204,252
DFW,MAD,Dallas-Fort Worth,Madrid,0,48,204,252
TLV,JFK,Tel Aviv,New York,0,0,291,291
ORD,FCO,Chicago,Rome,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
TLV,JFK,Tel Aviv,New York,0,0,291,291
TLV,JFK,Tel Aviv,New York,0,0,291,291
ORD,FCO,Chicago,Rome,0,0,250,0
PHL,DUB,Philadelphia,Dublin,0,0,250,0
PHL,DUB,Philadelphia,Dublin,0,0,250,0
PHL,DUB,Philadelphia,Dublin,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
MIA,BCN,Miami,Barcelona,0,0,250,0
ORD,LAX,Chicago,Los Angeles,0,0,250,0
MIA,BCN,Miami,Barcelona,0,0,250,0
MIA,BCN,Miami,Barcelona,0,0,250,0
TLV,JFK,Tel Aviv,New York,0,0,291,291
ORD,LAX,Chicago,Los Angeles,0,0,250,0
PHL,DUB,Philadelphia,Dublin,0,0,250,0
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
MIA,MAD,Miami,Madrid,0,48,204,252
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
JFK,LHR,New York,London,22,70,273,365
JFK,LHR,New York,London,22,70,273,365
MIA,MAD,Miami,Madrid,0,48,204,252
JFK,CDG,New York,Paris,22,70,273,365
CLT,FCO,Charlotte,Rome,0,0,291,291
ORD,LHR,Chicago,London,0,48,204,252
MIA,MAD,Miami,Madrid,0,48,204,252
DFW,MAD,Dallas-Fort Worth,Madrid,0,48,204,252
MIA,BCN,Miami,Barcelona,0,0,250,0
MIA,MAD,Miami,Madrid,0,48,204,252
PHL,BCN,Philadelphia,Barcelona,0,0,250,0
ORD,LHR,Chicago,London,0,48,204,252
MIA,BCN,Miami,Barcelona,0,0,250,0
ORD,LAX,Chicago,Los Angeles,0,0,250,0
JFK,LHR,New York,London,22,70,273,365
MIA,BCN,Miami,Barcelona,0,0,250,0
DFW,MAD,Dallas-Fort Worth,Madrid,0,48,204,252
MIA,JFK,Miami,New York,0,0,291,291
ORD,BCN,Chicago,Barcelona,0,0,250,0
DFW,AMS,Dallas-Fort Worth,Amsterdam,0,48,204,252
MIA,MAD,Miami,Madrid,0,48,204,252
